sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
113780,1137813,1040,16320,-4576
113781,1137823,972,16324,-4558
113782,1137833,1018,16318,-4558
113783,1137843,984,16404,-4572
113784,1137853,942,16296,-4474
113785,1137863,956,16302,-4414
113786,1137873,962,16316,-4520
113787,1137883,990,16320,-4502
113788,1137893,972,16346,-4514
113789,1137903,994,16330,-4564
113790,1137913,1008,16364,-4538
113791,1137923,990,16332,-4556
113792,1137933,1018,16308,-4500
113793,1137943,978,16324,-4466
113794,1137953,1008,16360,-4568
113795,1137963,918,16324,-4598
113796,1137973,900,16354,-4482
113797,1137983,1028,16348,-4664
113798,1137993,862,16308,-4486
113799,1138003,892,16302,-4532
113800,1138013,884,16322,-4604
113801,1138023,1024,16348,-4448
113802,1138033,908,16286,-4524
113803,1138043,1052,16282,-4510
113804,1138053,972,16254,-4402
113805,1138063,974,16324,-4496
113806,1138073,918,16332,-4534
113807,1138083,1010,16348,-4446
113808,1138093,948,16256,-4514
113809,1138103,886,16318,-4528
113810,1138113,906,16306,-4478
113811,1138123,878,16304,-4536
113812,1138133,988,16354,-4644
113813,1138143,942,16312,-4474
113814,1138153,1002,16334,-4470
113815,1138163,1030,16312,-4552
113816,1138173,1008,16320,-4490
113817,1138183,966,16304,-4514
113818,1138193,1016,16322,-4546
113819,1138203,992,16300,-4520
113820,1138213,982,16352,-4490
113821,1138223,1002,16300,-4474
113822,1138233,970,16338,-4544
113823,1138243,1078,16390,-4564
113824,1138253,982,16304,-4650
113825,1138263,978,16316,-4500
113826,1138273,1018,16378,-4460
113827,1138283,990,16282,-4484
113828,1138293,986,16324,-4502
113829,1138303,960,16334,-4424
113830,1138313,976,16310,-4534
113831,1138323,928,16332,-4562
113832,1138333,988,16302,-4598
113833,1138343,978,16352,-4568
113834,1138353,1002,16342,-4460
113835,1138363,982,16340,-4596
113836,1138373,940,16316,-4378
113837,1138383,982,16352,-4558
113838,1138393,924,16348,-4470
113839,1138403,964,16316,-4528
113840,1138413,1014,16306,-4500
113841,1138423,998,16352,-4456
113842,1138433,970,16332,-4562
113843,1138443,954,16372,-4440
113844,1138453,990,16316,-4508
113845,1138463,1002,16308,-4506
113846,1138473,1000,16346,-4670
113847,1138483,986,16360,-4478
113848,1138493,954,16422,-4640
113849,1138503,906,16412,-4526
113850,1138513,988,16352,-4566
113851,1138523,944,16310,-4474
113852,1138533,914,16212,-4504
113853,1138543,892,16208,-4416
113854,1138553,1044,16276,-4494
113855,1138563,1024,16348,-4452
113856,1138573,974,16342,-4576
113857,1138583,938,16354,-4684
113858,1138593,930,16348,-4624
113859,1138603,1000,16400,-4524
113860,1138613,1074,16354,-4572
113861,1138623,1068,16330,-4556
113862,1138633,988,16346,-4514
113863,1138643,1060,16316,-4458
