sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
132487,1324883,1686,-16320,-3768
132488,1324893,1644,-16280,-3800
132489,1324903,1628,-16320,-3802
132490,1324913,1722,-16310,-3780
132491,1324923,1678,-16290,-3738
132492,1324933,1738,-16326,-3814
132493,1324943,1762,-16266,-3762
132494,1324953,1820,-16228,-3714
132495,1324963,1752,-16244,-3670
132496,1324973,1616,-16340,-3702
132497,1324983,1590,-16304,-3678
132498,1324993,1738,-16302,-3728
132499,1325003,1686,-16310,-3792
132500,1325013,1736,-16250,-3788
132501,1325023,1642,-16296,-3766
132502,1325033,1738,-16274,-3764
132503,1325043,1822,-16248,-3740
132504,1325053,1810,-16256,-3774
132505,1325063,1862,-16226,-3746
132506,1325073,1664,-16248,-3762
132507,1325083,1670,-16276,-3694
132508,1325093,1710,-16326,-3732
132509,1325103,1804,-16292,-3862
132510,1325113,1634,-16316,-3760
132511,1325123,1718,-16308,-3750
132512,1325133,1678,-16312,-3742
132513,1325143,1714,-16314,-3700
132514,1325153,1680,-16298,-3748
132515,1325163,1848,-16268,-3742
132516,1325173,1690,-16272,-3802
132517,1325183,1738,-16276,-3752
132518,1325193,1752,-16266,-3840
132519,1325203,1714,-16314,-3778
132520,1325213,1678,-16332,-3812
132521,1325223,1824,-16258,-3730
132522,1325233,1662,-16298,-3798
132523,1325243,1646,-16260,-3742
132524,1325253,1674,-16314,-3742
132525,1325263,1584,-16344,-3820
132526,1325273,1732,-16306,-3768
132527,1325283,1710,-16260,-3774
132528,1325293,1698,-16266,-3778
132529,1325303,1680,-16282,-3790
132530,1325313,1712,-16302,-3786
132531,1325323,1816,-16260,-3750
132532,1325333,1608,-16338,-3760
132533,1325343,1740,-16270,-3806
132534,1325353,1716,-16290,-3810
132535,1325363,1724,-16286,-3728
132536,1325373,1720,-16294,-3742
132537,1325383,1680,-16294,-3700
132538,1325393,1730,-16318,-3724
132539,1325403,1660,-16282,-3722
132540,1325413,1778,-16272,-3800
132541,1325423,1788,-16274,-3794
132542,1325433,1708,-16288,-3846
132543,1325443,1780,-16296,-3784
132544,1325453,1794,-16246,-3788
132545,1325463,1746,-16244,-3792
132546,1325473,1694,-16298,-3734
132547,1325483,1856,-16210,-3802
132548,1325493,1772,-16226,-3804
132549,1325503,1770,-16288,-3764
132550,1325513,1770,-16280,-3764
132551,1325523,1820,-16260,-3750
132552,1325533,1748,-16234,-3712
132553,1325543,1686,-16302,-3728
132554,1325553,1772,-16252,-3778
132555,1325563,1814,-16234,-3840
132556,1325573,1690,-16284,-3764
132557,1325583,1794,-16238,-3832
132558,1325593,1784,-16278,-3698
132559,1325603,1844,-16256,-3776
132560,1325613,1800,-16226,-3780
132561,1325623,1646,-16346,-3706
132562,1325633,1782,-16290,-3780
132563,1325643,1736,-16288,-3774
132564,1325653,1742,-16274,-3752
132565,1325663,1826,-16274,-3708
132566,1325673,1778,-16266,-3784
132567,1325683,1702,-16312,-3708
132568,1325693,1674,-16316,-3826
132569,1325703,1784,-16258,-3768
132570,1325713,1770,-16330,-3776
132571,1325723,1726,-16312,-3790
132572,1325733,1812,-16272,-3778
132573,1325743,1742,-16274,-3782
132574,1325753,1778,-16260,-3808
132575,1325763,1792,-16314,-3716
132576,1325773,1646,-16278,-3724
132577,1325783,1790,-16266,-3730
132578,1325793,1734,-16304,-3758
132579,1325803,1806,-16264,-3734
132580,1325813,1808,-16294,-3744
132581,1325823,1628,-16368,-3796
132582,1325833,1628,-16326,-3766
132583,1325843,1780,-16250,-3736
132584,1325853,1684,-16280,-3796
132585,1325863,1666,-16296,-3766
132586,1325873,1694,-16302,-3724
132587,1325883,1634,-16302,-3734
132588,1325893,1676,-16276,-3736
132589,1325903,1826,-16326,-3766
132590,1325913,1602,-16324,-3774
132591,1325923,1744,-16286,-3796
132592,1325933,1758,-16282,-3744
132593,1325943,1636,-16322,-3770
132594,1325953,1806,-16230,-3812
132595,1325963,1770,-16250,-3786
132596,1325973,1746,-16252,-3810
132597,1325983,1762,-16238,-3750
132598,1325993,1776,-16312,-3698
132599,1326003,1680,-16302,-3746
132600,1326013,1678,-16284,-3824
132601,1326023,1844,-16196,-3702
132602,1326033,1712,-16342,-3742
132603,1326043,1698,-16298,-3732
132604,1326053,1756,-16258,-3764
132605,1326063,1700,-16270,-3794
132606,1326073,1760,-16262,-3786
132607,1326083,1746,-16318,-3794
132608,1326093,1826,-16238,-3764
132609,1326103,1804,-16264,-3756
132610,1326113,1642,-16294,-3688
132611,1326123,1762,-16292,-3786
132612,1326133,1712,-16292,-3770
132613,1326143,1818,-16262,-3780
132614,1326153,1600,-16306,-3788
132615,1326163,1704,-16276,-3798
132616,1326173,1688,-16322,-3746
132617,1326183,1692,-16306,-3786
132618,1326193,1784,-16308,-3712
132619,1326203,1780,-16276,-3842
132620,1326213,1888,-16198,-3824
132621,1326223,1860,-16242,-3770
132622,1326233,1634,-16264,-3822
132623,1326243,1702,-16310,-3702
132624,1326253,1814,-16254,-3698
132625,1326263,1748,-16282,-3822
132626,1326273,1764,-16314,-3756
132627,1326283,1598,-16292,-3790
132628,1326293,1740,-16244,-3736
132629,1326303,1828,-16206,-3762
132630,1326313,1794,-16290,-3724
132631,1326323,1732,-16258,-3806
132632,1326333,1680,-16266,-3724
132633,1326343,1730,-16314,-3826
132634,1326353,1776,-16242,-3728
132635,1326363,1690,-16292,-3712
132636,1326373,1658,-16296,-3714
132637,1326383,1844,-16250,-3788
132638,1326393,1810,-16288,-3776
132639,1326403,1748,-16312,-3766
132640,1326413,1730,-16276,-3766
132641,1326423,1734,-16252,-3732
132642,1326433,1800,-16274,-3820
132643,1326443,1704,-16280,-3736
132644,1326453,1744,-16258,-3762
132645,1326463,1676,-16290,-3772
132646,1326473,1636,-16330,-3770
132647,1326483,1672,-16296,-3794
132648,1326493,1798,-16266,-3802
132649,1326503,1786,-16226,-3782
132650,1326513,1772,-16264,-3756
132651,1326523,1696,-16320,-3818
132652,1326533,1736,-16312,-3782
132653,1326543,1812,-16248,-3834
132654,1326553,1716,-16254,-3760
132655,1326563,1758,-16284,-3698
132656,1326573,1666,-16310,-3694
132657,1326583,1796,-16282,-3770
132658,1326593,1718,-16316,-3788
132659,1326603,1744,-16300,-3750
132660,1326613,1780,-16332,-3738
132661,1326623,1730,-16268,-3764
132662,1326633,1626,-16304,-3800
132663,1326643,1690,-16314,-3722
132664,1326653,1794,-16272,-3768
132665,1326663,1816,-16284,-3744
132666,1326673,1770,-16288,-3768
132667,1326683,1644,-16298,-3758
132668,1326693,1634,-16312,-3818
132669,1326703,1728,-16286,-3780
132670,1326713,1870,-16236,-3766
132671,1326723,1716,-16298,-3786
132672,1326733,1748,-16248,-3780
132673,1326743,1614,-16308,-3788
132674,1326753,1740,-16322,-3772
132675,1326763,1770,-16246,-3744
132676,1326773,1728,-16300,-3812
132677,1326783,1616,-16330,-3776
132678,1326793,1824,-16236,-3808
132679,1326803,1778,-16212,-3792
132680,1326813,1852,-16252,-3774
132681,1326823,1886,-16258,-3858
132682,1326833,1826,-16280,-3776
132683,1326843,1762,-16230,-3840
132684,1326853,1694,-16252,-3786
132685,1326863,1874,-16254,-3746
132686,1326873,1824,-16260,-3806
132687,1326883,1806,-16312,-3752
132688,1326893,1560,-16326,-3784
132689,1326903,1786,-16256,-3856
132690,1326913,1864,-16324,-3792
132691,1326923,1898,-16280,-3818
132692,1326933,1712,-16272,-3806
132693,1326943,1776,-16278,-3772
132694,1326953,1842,-16224,-3826
132695,1326963,1748,-16264,-3758
132696,1326973,1834,-16250,-3776
132697,1326983,1684,-16280,-3818
132698,1326993,1650,-16268,-3786
132699,1327003,1710,-16326,-3818
132700,1327013,1794,-16288,-3770
132701,1327023,1768,-16252,-3778
132702,1327033,1884,-16272,-3846
132703,1327043,1744,-16292,-3780
132704,1327053,1778,-16272,-3744
132705,1327063,1770,-16248,-3682
132706,1327073,1766,-16308,-3764
132707,1327083,1716,-16298,-3820
132708,1327093,1736,-16262,-3784
132709,1327103,1684,-16306,-3822
132710,1327113,1772,-16276,-3798
132711,1327123,1726,-16286,-3736
132712,1327133,1742,-16258,-3778
132713,1327143,1712,-16272,-3802
